
['{H-O-H}', ['H', 'H', 'O'], [[0, 0, 1, 0, 0], [0, 0, 1, 0, 0], [1, 1, 0, 0, 0]], '{H+1} + {O-1-H}', 'A--B', 'A(+1) + B(-1)']
['{H-C(-H)(-H)(-C.1(-H)(-H))}', ['C', 'C', 'H', 'H', 'H', 'H', 'H'], [[0, 1, 1, 1, 1, 0, 0, 0, 0], [1, 1, 0, 0, 0, 1, 1, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0]], '{C(-H)(-H)(=C(-H)(-H))} + {H.1}', 'A(--C)(--B(.1))', 'A=B + C(.1)']
['{C(-H)(-H)(-H)(-C(-O-H)(-H)(-C(-H)(-H)(-H)))}', ['C', 'C', 'C', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'H', 'O'], [[0, 1, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0], [0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0], [0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]], '{C(-H)(-H)(-H)(-C(-H)(=C(-H)(-H)))} + {H-O-H}', 'A(--D)(--B--C)', 'A=B + C--D']
['{H-S-S.1}', ['H', 'S', 'S'], [[0, 1, 0, 0, 0], [1, 0, 1, 0, 0], [0, 1, 1, 0, 0]], '{H.1} + {S.1-S.1}', 'A--B', 'A(.1) + B(.1)']
